step time wall-clock mass x-mom y-mom z-mom energy L2 mass-balance
   3680 5.855615e-03 2.171500e+01 1.448052e+03 3.175476e+06 4.406674e+05 0.000000e+00 6.772877e+09 2.167753e+10 1.696817e+02
   3700 5.888107e-03 2.185300e+01 1.426758e+03 3.145255e+06 4.267651e+05 0.000000e+00 6.678309e+09 2.138946e+10 1.673534e+02
   3720 5.920603e-03 2.199300e+01 1.401752e+03 3.115743e+06 4.163156e+05 0.000000e+00 6.570526e+09 2.109213e+10 1.650606e+02
   3740 5.953101e-03 2.212400e+01 1.375133e+03 3.082326e+06 4.119069e+05 0.000000e+00 6.455902e+09 2.026419e+10 1.627986e+02
   3760 5.985602e-03 2.226000e+01 1.351222e+03 3.041085e+06 4.161837e+05 0.000000e+00 6.352037e+09 2.084817e+10 1.605591e+02
   3780 6.018107e-03 2.236500e+01 1.333704e+03 2.993453e+06 4.275943e+05 0.000000e+00 6.274418e+09 1.942573e+10 1.583466e+02
   3800 6.050614e-03 2.247500e+01 1.322872e+03 2.945630e+06 4.393284e+05 0.000000e+00 6.223006e+09 1.938095e+10 1.561812e+02
   3820 6.083124e-03 2.261700e+01 1.315980e+03 2.904595e+06 4.449138e+05 0.000000e+00 6.185905e+09 2.040615e+10 1.540438e+02
   3840 6.115636e-03 2.272600e+01 1.309439e+03 2.872931e+06 4.425433e+05 0.000000e+00 6.149194e+09 1.912419e+10 1.519933e+02
   3860 6.148152e-03 2.284800e+01 1.301499e+03 2.848184e+06 4.353933e+05 0.000000e+00 6.107550e+09 1.890767e+10 1.499901e+02
   3880 6.180670e-03 2.296100e+01 1.292905e+03 2.826137e+06 4.281285e+05 0.000000e+00 6.065012e+09 1.860555e+10 1.479923e+02
   3900 6.213191e-03 2.308600e+01 1.284291e+03 2.804530e+06 4.184412e+05 0.000000e+00 6.020890e+09 1.853457e+10 1.460068e+02
   3920 6.245714e-03 2.321200e+01 1.274677e+03 2.781313e+06 4.041742e+05 0.000000e+00 5.968031e+09 1.818355e+10 1.440540e+02
   3940 6.278239e-03 2.333500e+01 1.263511e+03 2.756398e+06 3.871868e+05 0.000000e+00 5.907965e+09 1.774811e+10 1.421568e+02
   3960 6.310767e-03 2.345900e+01 1.249946e+03 2.731118e+06 3.696809e+05 0.000000e+00 5.840234e+09 1.849441e+10 1.402815e+02
   3980 6.343298e-03 2.360200e+01 1.233107e+03 2.707042e+06 3.537708e+05 0.000000e+00 5.762591e+09 1.717528e+10 1.384169e+02
   4000 6.375830e-03 2.374700e+01 1.212342e+03 2.683373e+06 3.412519e+05 0.000000e+00 5.672028e+09 1.706764e+10 1.365853e+02
   4020 6.408365e-03 2.388700e+01 1.188877e+03 2.657286e+06 3.352086e+05 0.000000e+00 5.572924e+09 1.785938e+10 1.347779e+02
   4040 6.440902e-03 2.402200e+01 1.156794e+03 2.602129e+06 3.410998e+05 0.000000e+00 5.429284e+09 1.644429e+10 1.329878e+02
   4060 6.473442e-03 2.415200e+01 1.120712e+03 2.512405e+06 3.512124e+05 0.000000e+00 5.262883e+09 1.628555e+10 1.312094e+02
   4080 6.505983e-03 2.426600e+01 9.611478e+02 2.369603e+06 4.204411e+05 0.000000e+00 4.667795e+09 1.607022e+10 1.293935e+02
   4100 6.538526e-03 2.438600e+01 4.877302e+02 1.119094e+06 2.335940e+05 0.000000e+00 2.125063e+09 1.454245e+10 1.276451e+02
   4120 6.571072e-03 2.451300e+01 4.777862e+02 1.233257e+06 4.383744e+05 0.000000e+00 2.319256e+09 1.433699e+10 1.259574e+02
   4140 6.603619e-03 2.462500e+01 9.171024e+02 2.261978e+06 3.152255e+05 0.000000e+00 4.454852e+09 1.514071e+10 1.242875e+02
   4160 6.636169e-03 2.472500e+01 4.180557e+02 1.062527e+06 4.635571e+05 0.000000e+00 2.015681e+09 1.392748e+10 1.226364e+02
   4180 6.668721e-03 2.483900e+01 4.724055e+02 9.079218e+05 3.104570e+05 0.000000e+00 1.721632e+09 1.353274e+10 1.209902e+02
   4200 6.701274e-03 2.497800e+01 3.798783e+02 7.187498e+05 3.376940e+05 0.000000e+00 1.716247e+09 1.332744e+10 1.193898e+02
   4220 6.733830e-03 2.512100e+01 3.037136e+02 7.021667e+05 3.170676e+05 0.000000e+00 1.340293e+09 1.313845e+10 1.178154e+02
   4240 6.766387e-03 2.526500e+01 3.889536e+02 6.971722e+05 2.481908e+05 0.000000e+00 1.333540e+09 1.298397e+10 1.162592e+02
   4260 6.798947e-03 2.537900e+01 2.963813e+02 6.921099e+05 3.370743e+05 0.000000e+00 1.321987e+09 1.270810e+10 1.147289e+02
   4280 6.831508e-03 2.550100e+01 2.819063e+02 6.860321e+05 1.213913e+05 0.000000e+00 1.305750e+09 1.257168e+10 1.132263e+02
   4300 6.864071e-03 2.572500e+01 2.690226e+02 6.772217e+05 3.150858e+05 0.000000e+00 1.283804e+09 1.241119e+10 1.117306e+02
   4320 6.896636e-03 2.583800e+01 1.129974e+03 2.524899e+06 2.525513e+05 0.000000e+00 5.102334e+09 1.349090e+10 1.102275e+02
   4340 6.929202e-03 2.596000e+01 3.950850e+02 6.794411e+05 2.290571e+05 0.000000e+00 2.168017e+09 1.267146e+10 1.087409e+02
   4360 6.961770e-03 2.609100e+01 3.079868e+02 5.385028e+05 3.276071e+05 0.000000e+00 1.474761e+09 1.217406e+10 1.073290e+02
   4380 6.994340e-03 2.623200e+01 8.925534e+02 2.213021e+06 2.937744e+05 0.000000e+00 4.357661e+09 1.330438e+10 1.058994e+02
   4400 7.026912e-03 2.635700e+01 9.194799e+02 2.262845e+06 3.236147e+05 0.000000e+00 4.472004e+09 1.413997e+10 1.044166e+02
   4420 7.059485e-03 2.646600e+01 3.626989e+02 8.330560e+05 2.439238e+05 0.000000e+00 1.903094e+09 1.208936e+10 1.029849e+02
   4440 7.092060e-03 2.657300e+01 3.435206e+02 8.133539e+05 2.652064e+05 0.000000e+00 1.558666e+09 1.174438e+10 1.016773e+02
   4460 7.124636e-03 2.668000e+01 2.846092e+02 6.335993e+05 1.882168e+05 0.000000e+00 1.269021e+09 1.145595e+10 1.003785e+02
   4480 7.157213e-03 2.678600e+01 4.676244e+02 6.300264e+05 1.994071e+05 0.000000e+00 1.917320e+09 1.162127e+10 9.901344e+01
   4500 7.189793e-03 2.690000e+01 1.173909e+03 3.081436e+06 2.735983e+05 0.000000e+00 5.848632e+09 1.365136e+10 9.770759e+01
   4520 7.222374e-03 2.706500e+01 8.150342e+02 2.023059e+06 2.750628e+05 0.000000e+00 3.988431e+09 1.283514e+10 9.640012e+01
   4540 7.254956e-03 2.720300e+01 2.604687e+02 5.712921e+05 2.121014e+05 0.000000e+00 1.188965e+09 1.093201e+10 9.507358e+01
   4560 7.287539e-03 2.733600e+01 3.222199e+02 7.539316e+05 1.885064e+05 0.000000e+00 1.507592e+09 1.071537e+10 9.380027e+01
   4580 7.320124e-03 2.744200e+01 3.618861e+02 8.437877e+05 1.569292e+05 0.000000e+00 1.695111e+09 1.055859e+10 9.258937e+01
   4600 7.352711e-03 2.758600e+01 3.526325e+02 8.182258e+05 2.021478e+05 0.000000e+00 1.637229e+09 1.036579e+10 9.138567e+01
   4620 7.385299e-03 2.772300e+01 3.479992e+02 8.120773e+05 1.515972e+05 0.000000e+00 1.625261e+09 1.023808e+10 9.016669e+01
   4640 7.417888e-03 2.782900e+01 3.437661e+02 8.059712e+05 1.357528e+05 0.000000e+00 1.610129e+09 1.002634e+10 8.890859e+01
   4660 7.450479e-03 2.794800e+01 3.419119e+02 8.030097e+05 1.457989e+05 0.000000e+00 1.599042e+09 9.980817e+09 8.767809e+01
   4680 7.483071e-03 2.807400e+01 2.863773e+02 6.264972e+05 1.544391e+05 0.000000e+00 1.308552e+09 9.704445e+09 8.653620e+01
   4700 7.515664e-03 2.821100e+01 2.687736e+02 6.062382e+05 1.388159e+05 0.000000e+00 1.229293e+09 9.524626e+09 8.543784e+01
   4720 7.548258e-03 2.834500e+01 2.288816e+02 4.918238e+05 1.369918e+05 0.000000e+00 1.038112e+09 9.334772e+09 8.429999e+01
   4740 7.580854e-03 2.850200e+01 2.630028e+02 6.381133e+05 1.805476e+05 0.000000e+00 1.220794e+09 9.219677e+09 8.313911e+01
   4760 7.613452e-03 2.861600e+01 2.435181e+02 5.531529e+05 1.447871e+05 0.000000e+00 1.115798e+09 9.098500e+09 8.205924e+01
   4780 7.646050e-03 2.872400e+01 2.194480e+02 4.662126e+05 1.319537e+05 0.000000e+00 9.912435e+08 8.951568e+09 8.103168e+01
   4800 7.678650e-03 2.883500e+01 2.510785e+02 6.001190e+05 1.379710e+05 0.000000e+00 1.162404e+09 8.819532e+09 7.997744e+01
   4820 7.711251e-03 2.896400e+01 2.326085e+02 5.223548e+05 1.401872e+05 0.000000e+00 1.065729e+09 8.670411e+09 7.891184e+01
   4840 7.743854e-03 2.914400e+01 2.100924e+02 4.450072e+05 1.293132e+05 0.000000e+00 9.492038e+08 8.530832e+09 7.785857e+01
   4860 7.776458e-03 2.929600e+01 1.875409e+02 3.839105e+05 1.432159e+05 0.000000e+00 8.341124e+08 8.397813e+09 7.678286e+01
   4880 7.809063e-03 2.944600e+01 1.891718e+02 4.367810e+05 1.465052e+05 0.000000e+00 8.518605e+08 8.265604e+09 7.568347e+01
   4900 7.841669e-03 2.959800e+01 1.176675e+02 1.297143e+05 1.290856e+05 0.000000e+00 4.170163e+08 8.109117e+09 7.462037e+01
   4920 7.874276e-03 2.974800e+01 1.165573e+02 1.345291e+05 1.094610e+05 0.000000e+00 4.114950e+08 7.973704e+09 7.359014e+01
   4940 7.906885e-03 2.986300e+01 1.147646e+02 1.434799e+05 1.106839e+05 0.000000e+00 4.067349e+08 7.836299e+09 7.257874e+01
   4960 7.939494e-03 3.000000e+01 1.150284e+02 1.341917e+05 1.038630e+05 0.000000e+00 4.010489e+08 7.695576e+09 7.158418e+01
   4980 7.972105e-03 3.011500e+01 1.123055e+02 1.209912e+05 9.160201e+04 0.000000e+00 3.984008e+08 7.567852e+09 7.062393e+01
   5000 8.004717e-03 3.026800e+01 1.074682e+02 1.221893e+05 1.127917e+05 0.000000e+00 3.812548e+08 7.455203e+09 6.970092e+01
   5020 8.037330e-03 3.039800e+01 1.081583e+02 1.250275e+05 1.248307e+05 0.000000e+00 3.777582e+08 7.348568e+09 6.879564e+01
   5040 8.069944e-03 3.053500e+01 1.051336e+02 1.179841e+05 1.196522e+05 0.000000e+00 3.705112e+08 7.244426e+09 6.789622e+01
   5060 8.102560e-03 3.077000e+01 1.052366e+02 1.124487e+05 1.094646e+05 0.000000e+00 3.660885e+08 7.140020e+09 6.700328e+01
   5080 8.135176e-03 3.088000e+01 1.053304e+02 1.165687e+05 1.222364e+05 0.000000e+00 3.572057e+08 7.045780e+09 6.611704e+01
   5100 8.167794e-03 3.099700e+01 1.026982e+02 1.179331e+05 1.169443e+05 0.000000e+00 3.542922e+08 6.962161e+09 6.522676e+01
   5120 8.200413e-03 3.111600e+01 9.782852e+01 1.103395e+05 1.053823e+05 0.000000e+00 3.448274e+08 6.885691e+09 6.431212e+01
   5140 8.233033e-03 3.125600e+01 9.313018e+01 1.206536e+05 1.158460e+05 0.000000e+00 3.277427e+08 6.810554e+09 6.337030e+01
   5160 8.265653e-03 3.139400e+01 9.913244e+01 1.253287e+05 1.073977e+05 0.000000e+00 3.275001e+08 6.714676e+09 6.244027e+01
   5180 8.298275e-03 3.149000e+01 9.220927e+01 1.218720e+05 9.964121e+04 0.000000e+00 3.238619e+08 6.604668e+09 6.157376e+01
   5200 8.330898e-03 3.158800e+01 9.210337e+01 1.155144e+05 1.014325e+05 0.000000e+00 3.164566e+08 6.504420e+09 6.078445e+01
   5220 8.363521e-03 3.169900e+01 9.041931e+01 1.264879e+05 1.258790e+05 0.000000e+00 4.037222e+08 6.412695e+09 6.005048e+01
   5240 8.396146e-03 3.181800e+01 9.574874e+01 1.310834e+05 1.000044e+05 0.000000e+00 3.843689e+08 6.330060e+09 5.933982e+01
   5260 8.428771e-03 3.189900e+01 8.898561e+01 1.307324e+05 9.528197e+04 0.000000e+00 3.052665e+08 6.252438e+09 5.861918e+01
   5280 8.461397e-03 3.198200e+01 8.801153e+01 1.199113e+05 9.404073e+04 0.000000e+00 3.014031e+08 6.173088e+09 5.787071e+01
   5300 8.494024e-03 3.207300e+01 8.727242e+01 1.221534e+05 1.039607e+05 0.000000e+00 2.954382e+08 6.091348e+09 5.710867e+01
   5320 8.526651e-03 3.221200e+01 8.806950e+01 1.160331e+05 1.072479e+05 0.000000e+00 2.918671e+08 6.011444e+09 5.636457e+01
   5340 8.559280e-03 3.235700e+01 8.816517e+01 1.064081e+05 1.018872e+05 0.000000e+00 2.927002e+08 5.937475e+09 5.565361e+01
   5360 8.591909e-03 3.248400e+01 8.747603e+01 1.047211e+05 1.014678e+05 0.000000e+00 2.918546e+08 5.872308e+09 5.496639e+01
   5380 8.624539e-03 3.263200e+01 8.613900e+01 1.119432e+05 1.080009e+05 0.000000e+00 3.012306e+08 5.810709e+09 5.428724e+01
   5400 8.657170e-03 3.275300e+01 8.502134e+01 1.101517e+05 1.047504e+05 0.000000e+00 3.086070e+08 5.752415e+09 5.360987e+01
   5420 8.689802e-03 3.286100e+01 8.495983e+01 1.063064e+05 1.004171e+05 0.000000e+00 3.120816e+08 5.697592e+09 5.293647e+01
   5440 8.722435e-03 3.296800e+01 8.557484e+01 1.214456e+05 1.053574e+05 0.000000e+00 3.100389e+08 5.642921e+09 5.226807e+01
   5460 8.755069e-03 3.307900e+01 8.615856e+01 1.241191e+05 1.018063e+05 0.000000e+00 3.011520e+08 5.589118e+09 5.160217e+01
   5480 8.787704e-03 3.319000e+01 8.585242e+01 1.223135e+05 9.437133e+04 0.000000e+00 2.882358e+08 5.534682e+09 5.093932e+01
   5500 8.820340e-03 3.329800e+01 8.494875e+01 1.177236e+05 9.009298e+04 0.000000e+00 2.860315e+08 5.478355e+09 5.028447e+01
   5520 8.852977e-03 3.340900e+01 8.390393e+01 1.256835e+05 9.389712e+04 0.000000e+00 2.835801e+08 5.418589e+09 4.963995e+01
   5540 8.885615e-03 3.354900e+01 8.266412e+01 1.267645e+05 9.388813e+04 0.000000e+00 2.810221e+08 5.353231e+09 4.900286e+01
   5560 8.918253e-03 3.366700e+01 8.112264e+01 1.226987e+05 9.063737e+04 0.000000e+00 2.780168e+08 5.285749e+09 4.837081e+01
   5580 8.950893e-03 3.377600e+01 7.952688e+01 1.125456e+05 9.197078e+04 0.000000e+00 2.740799e+08 5.219577e+09 4.774528e+01
   5600 8.983533e-03 3.388600e+01 7.805594e+01 1.124819e+05 1.011722e+05 0.000000e+00 2.692273e+08 5.152966e+09 4.712823e+01
   5620 9.016175e-03 3.403400e+01 7.651392e+01 1.125215e+05 1.037040e+05 0.000000e+00 2.641050e+08 5.086763e+09 4.651976e+01
   5640 9.048817e-03 3.418100e+01 7.471129e+01 1.080423e+05 9.742451e+04 0.000000e+00 2.594448e+08 5.020773e+09 4.592025e+01
   5660 9.081460e-03 3.430700e+01 7.267198e+01 1.079588e+05 1.000712e+05 0.000000e+00 2.553278e+08 4.954369e+09 4.533025e+01
   5680 9.114104e-03 3.441400e+01 7.140999e+01 1.144260e+05 1.049929e+05 0.000000e+00 2.510720e+08 4.884893e+09 4.474817e+01
   5700 9.146748e-03 3.452300e+01 7.011690e+01 1.047314e+05 1.037817e+05 0.000000e+00 2.464048e+08 4.814140e+09 4.417038e+01
   5720 9.179393e-03 3.463400e+01 6.882253e+01 1.139654e+05 9.348981e+04 0.000000e+00 2.416126e+08 4.744469e+09 4.359524e+01
   5740 9.212039e-03 3.474300e+01 6.765645e+01 1.246162e+05 1.028036e+05 0.000000e+00 2.371046e+08 4.676230e+09 4.302334e+01
   5760 9.244686e-03 3.485900e+01 6.653951e+01 1.252175e+05 1.083385e+05 0.000000e+00 2.328161e+08 4.610304e+09 4.245468e+01
   5780 9.277334e-03 3.498100e+01 6.537233e+01 1.106299e+05 9.451508e+04 0.000000e+00 2.285903e+08 4.545438e+09 4.188837e+01
   5800 9.309982e-03 3.513600e+01 6.437823e+01 1.237432e+05 9.655774e+04 0.000000e+00 2.242070e+08 4.478136e+09 4.132546e+01
   5820 9.342631e-03 3.526600e+01 6.327399e+01 1.292672e+05 1.080132e+05 0.000000e+00 2.202866e+08 4.411996e+09 4.076961e+01
   5840 9.375281e-03 3.539300e+01 6.210626e+01 1.226021e+05 1.085782e+05 0.000000e+00 2.166141e+08 4.347399e+09 4.022450e+01
   5860 9.407931e-03 3.550900e+01 6.104011e+01 1.109984e+05 8.557497e+04 0.000000e+00 2.127438e+08 4.282465e+09 3.969183e+01
   5880 9.440582e-03 3.572400e+01 6.003134e+01 1.124534e+05 1.003431e+05 0.000000e+00 2.087873e+08 4.218000e+09 3.917144e+01
   5900 9.473234e-03 3.585100e+01 5.895681e+01 1.116714e+05 1.059885e+05 0.000000e+00 2.050116e+08 4.156063e+09 3.866086e+01
   5920 9.505886e-03 3.595900e+01 5.789617e+01 1.077823e+05 1.004274e+05 0.000000e+00 2.019321e+08 4.097316e+09 3.815569e+01
   5940 9.538539e-03 3.606800e+01 5.790893e+01 1.037101e+05 9.964324e+04 0.000000e+00 2.096372e+08 4.041068e+09 3.765325e+01
   5960 9.571193e-03 3.619700e+01 5.823772e+01 1.111190e+05 1.095979e+05 0.000000e+00 2.078759e+08 3.985043e+09 3.715544e+01
   5980 9.603847e-03 3.633600e+01 5.552466e+01 1.051444e+05 1.070345e+05 0.000000e+00 1.989753e+08 3.927580e+09 3.666711e+01
   6000 9.636502e-03 3.644000e+01 5.464964e+01 1.072872e+05 9.861959e+04 0.000000e+00 1.893026e+08 3.869990e+09 3.619058e+01
   6020 9.669158e-03 3.656400e+01 5.765601e+01 1.586760e+05 1.114634e+05 0.000000e+00 2.827254e+08 3.838220e+09 3.572494e+01
   6040 9.701815e-03 3.665300e+01 2.404768e+02 5.818772e+05 1.097926e+05 0.000000e+00 1.154608e+09 4.091698e+09 3.526032e+01
   6060 9.734472e-03 3.673500e+01 1.207464e+02 3.293630e+05 9.916061e+04 0.000000e+00 6.080437e+08 3.798906e+09 3.479766e+01
   6080 9.767130e-03 3.681700e+01 1.579609e+02 4.285755e+05 1.056669e+05 0.000000e+00 7.986746e+08 3.816361e+09 3.433736e+01
   6100 9.799788e-03 3.689900e+01 1.590233e+02 4.256728e+05 1.133735e+05 0.000000e+00 7.931060e+08 3.759382e+09 3.388250e+01
   6120 9.832448e-03 3.698000e+01 1.555640e+02 4.128269e+05 1.061877e+05 0.000000e+00 7.684976e+08 3.704942e+09 3.343474e+01
   6140 9.865108e-03 3.706100e+01 1.630412e+02 3.875276e+05 9.012932e+04 0.000000e+00 7.710188e+08 3.677905e+09 3.299353e+01
   6160 9.897768e-03 3.714200e+01 1.917702e+02 5.155473e+05 9.618460e+04 0.000000e+00 9.641879e+08 3.718253e+09 3.256181e+01
   6180 9.930429e-03 3.722400e+01 1.040568e+02 2.364571e+05 1.060270e+05 0.000000e+00 4.960687e+08 3.501516e+09 3.213456e+01
   6200 9.963091e-03 3.730600e+01 7.977930e+01 1.746858e+05 1.032419e+05 0.000000e+00 3.589921e+08 3.419504e+09 3.170974e+01
   6220 9.995753e-03 3.742800e+01 4.640054e+01 1.005358e+05 9.474138e+04 0.000000e+00 1.625834e+08 3.342610e+09 3.128824e+01
   6240 1.002842e-02 3.757900e+01 4.562660e+01 1.070447e+05 1.103157e+05 0.000000e+00 1.604858e+08 3.289826e+09 3.086973e+01
   6260 1.006108e-02 3.768300e+01 4.489525e+01 1.077856e+05 1.092885e+05 0.000000e+00 1.585770e+08 3.244771e+09 3.046010e+01
   6280 1.009374e-02 3.776600e+01 4.428562e+01 9.683132e+04 1.009278e+05 0.000000e+00 1.565312e+08 3.200571e+09 3.006173e+01
   6300 1.012640e-02 3.788500e+01 4.380710e+01 1.156097e+05 1.038072e+05 0.000000e+00 1.545017e+08 3.157454e+09 2.967333e+01
   6320 1.015907e-02 3.799200e+01 4.334024e+01 1.222959e+05 1.125249e+05 0.000000e+00 1.522867e+08 3.116199e+09 2.929064e+01
   6340 1.019173e-02 3.807400e+01 4.277607e+01 1.194727e+05 1.057464e+05 0.000000e+00 1.500808e+08 3.077453e+09 2.890856e+01
   6360 1.022440e-02 3.815600e+01 4.213339e+01 1.130535e+05 9.778664e+04 0.000000e+00 1.483994e+08 3.039613e+09 2.852461e+01
   6380 1.025706e-02 3.823800e+01 4.238152e+01 1.244629e+05 1.130854e+05 0.000000e+00 1.584140e+08 2.999601e+09 2.814054e+01
   6400 1.028973e-02 3.831800e+01 4.094797e+01 1.259521e+05 1.119893e+05 0.000000e+00 1.444305e+08 2.959455e+09 2.776093e+01
   6420 1.032239e-02 3.843100e+01 4.027297e+01 1.190681e+05 1.044381e+05 0.000000e+00 1.422430e+08 2.921533e+09 2.738828e+01
   6440 1.035506e-02 3.855600e+01 3.977118e+01 1.087937e+05 9.404390e+04 0.000000e+00 1.405395e+08 2.885178e+09 2.702271e+01
   6460 1.038773e-02 3.866400e+01 3.921931e+01 1.125931e+05 9.901978e+04 0.000000e+00 1.387209e+08 2.847419e+09 2.666444e+01
   6480 1.042039e-02 3.879600e+01 3.870515e+01 1.132071e+05 1.018805e+05 0.000000e+00 1.367504e+08 2.808170e+09 2.631420e+01
   6500 1.045306e-02 3.890700e+01 3.832980e+01 1.081309e+05 9.536245e+04 0.000000e+00 1.347281e+08 2.770509e+09 2.597233e+01
   6520 1.048573e-02 3.902000e+01 3.794732e+01 9.970743e+04 1.026988e+05 0.000000e+00 1.330874e+08 2.735363e+09 2.563829e+01
   6540 1.051839e-02 3.912600e+01 3.112955e+02 6.451444e+05 1.111725e+05 0.000000e+00 1.501544e+09 3.223892e+09 2.530552e+01
   6560 1.055106e-02 3.923300e+01 1.479841e+02 2.129488e+05 1.084907e+05 0.000000e+00 5.816371e+08 2.739929e+09 2.498650e+01
   6580 1.058373e-02 3.935200e+01 3.690257e+01 1.090156e+05 9.634943e+04 0.000000e+00 1.333143e+08 2.640354e+09 2.467421e+01
   6600 1.061640e-02 3.944500e+01 4.052684e+01 1.211010e+05 1.136390e+05 0.000000e+00 1.261695e+08 2.604655e+09 2.436154e+01
   6620 1.064907e-02 3.952700e+01 3.782387e+01 1.214556e+05 1.142980e+05 0.000000e+00 1.243675e+08 2.570654e+09 2.404422e+01
   6640 1.068174e-02 3.960900e+01 3.489626e+01 1.088435e+05 9.437482e+04 0.000000e+00 1.224289e+08 2.537172e+09 2.372418e+01
   6660 1.071441e-02 3.969200e+01 3.922295e+01 1.206920e+05 1.111566e+05 0.000000e+00 1.289702e+08 2.502665e+09 2.340590e+01
   6680 1.074708e-02 3.977500e+01 3.884923e+01 1.230790e+05 1.183776e+05 0.000000e+00 1.221980e+08 2.468966e+09 2.309263e+01
   6700 1.077975e-02 3.986900e+01 3.349043e+01 1.215748e+05 1.122769e+05 0.000000e+00 1.175892e+08 2.438154e+09 2.278459e+01
   6720 1.081242e-02 3.997000e+01 3.467143e+01 1.116163e+05 9.758964e+04 0.000000e+00 1.157829e+08 2.410973e+09 2.248182e+01
   6740 1.084510e-02 4.007700e+01 3.435752e+01 1.099032e+05 1.009454e+05 0.000000e+00 1.191036e+08 2.381126e+09 2.218517e+01
   6760 1.087777e-02 4.020600e+01 3.552094e+01 1.071940e+05 1.012593e+05 0.000000e+00 1.171442e+08 2.350796e+09 2.189500e+01
   6780 1.091044e-02 4.033500e+01 3.160034e+01 1.029769e+05 9.856677e+04 0.000000e+00 1.108685e+08 2.310967e+09 2.161194e+01
   6800 1.094311e-02 4.046600e+01 3.117128e+01 9.683888e+04 9.429861e+04 0.000000e+00 1.093856e+08 2.276483e+09 2.133430e+01
   6820 1.097579e-02 4.064700e+01 3.164244e+01 1.053460e+05 1.059615e+05 0.000000e+00 1.080013e+08 2.249408e+09 2.105963e+01
   6840 1.100846e-02 4.078400e+01 3.188599e+01 1.051948e+05 1.034153e+05 0.000000e+00 1.077310e+08 2.225733e+09 2.078717e+01
   6860 1.104113e-02 4.089500e+01 2.991397e+01 9.582764e+04 9.558149e+04 0.000000e+00 1.092138e+08 2.200024e+09 2.051695e+01
   6880 1.107381e-02 4.099600e+01 3.304454e+01 1.138530e+05 1.089245e+05 0.000000e+00 1.042353e+08 2.173250e+09 2.024806e+01
   6900 1.110648e-02 4.109700e+01 3.257763e+01 1.201954e+05 1.170101e+05 0.000000e+00 1.035984e+08 2.147976e+09 1.997857e+01
   6920 1.113916e-02 4.121000e+01 2.920211e+01 1.169134e+05 1.113009e+05 0.000000e+00 1.027364e+08 2.124791e+09 1.970726e+01
   6940 1.117184e-02 4.135500e+01 3.484776e+01 1.115621e+05 1.029799e+05 0.000000e+00 1.128354e+08 2.102287e+09 1.943533e+01
   6960 1.120451e-02 4.146800e+01 3.635193e+01 1.211147e+05 1.145968e+05 0.000000e+00 1.231707e+08 2.073804e+09 1.916545e+01
   6980 1.123719e-02 4.159100e+01 3.226641e+01 1.229584e+05 1.154315e+05 0.000000e+00 1.017308e+08 2.042514e+09 1.890007e+01
   7000 1.126986e-02 4.170000e+01 2.851355e+01 1.160999e+05 1.126270e+05 0.000000e+00 1.008121e+08 2.015842e+09 1.864147e+01
   7020 1.130254e-02 4.180100e+01 3.168159e+01 1.057625e+05 9.590793e+04 0.000000e+00 9.988115e+07 1.992824e+09 1.839159e+01
   7040 1.133522e-02 4.190000e+01 3.051482e+01 1.090167e+05 9.742783e+04 0.000000e+00 1.061005e+08 1.967448e+09 1.814791e+01
   7060 1.136790e-02 4.200500e+01 3.151801e+01 1.083549e+05 1.010727e+05 0.000000e+00 1.151182e+08 1.937435e+09 1.790447e+01
   7080 1.140057e-02 4.213600e+01 2.888272e+01 1.032763e+05 9.974249e+04 0.000000e+00 1.050127e+08 1.905921e+09 1.766367e+01
   7100 1.143325e-02 4.225800e+01 2.736218e+01 9.701549e+04 9.922806e+04 0.000000e+00 9.420404e+07 1.879834e+09 1.743533e+01
   7120 1.146593e-02 4.237400e+01 2.938872e+01 1.041093e+05 1.070522e+05 0.000000e+00 9.198988e+07 1.860888e+09 1.721982e+01
   7140 1.149861e-02 4.247500e+01 3.261130e+01 9.617115e+04 1.041397e+05 0.000000e+00 1.426892e+08 1.849821e+09 1.700691e+01
   7160 1.153129e-02 4.258000e+01 2.984963e+01 1.057036e+05 9.628441e+04 0.000000e+00 1.141705e+08 1.822781e+09 1.678871e+01
   7180 1.156397e-02 4.268500e+01 3.315216e+01 1.169037e+05 1.164746e+05 0.000000e+00 8.745694e+07 1.797892e+09 1.656376e+01
   7200 1.159665e-02 4.279200e+01 3.077048e+01 1.175380e+05 1.190901e+05 0.000000e+00 8.673834e+07 1.774176e+09 1.633434e+01
